;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
164062;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164064;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164066;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164068;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164070;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164072;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.05.03.01;Ajustes de Instrumentos Financeiros;0.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164074;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164076;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164078;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164080;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164082;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164084;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06;Mutações Internas do Patrimônio Líquido;0.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164086;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164088;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164090;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164092;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164094;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164096;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.01;Constituição de Reservas;0.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164098;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164100;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164102;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164104;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164106;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164108;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.02;Realização da Reserva Reavaliação;0.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164110;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164112;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164114;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164116;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164118;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164120;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.03;Tributos sobre a Realização da Reserva de Reavaliação;0.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164122;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164124;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164126;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164128;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164130;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164132;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.06.04;Constituição de reserva de retenção de lucros;0.0;N;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164140;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;1953080.0;S;2019-01-01;Capital Social Integralizado;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164142;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;-12197.0;S;2019-01-01;Reservas de Capital, Opções Outorgadas e Ações em Tesouraria;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164144;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;2195338.0;S;2019-01-01;Reservas de Lucro;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164146;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;0.0;S;2019-01-01;Lucros ou Prejuízos Acumulados;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164148;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;-191071.0;S;2019-01-01;Outros Resultados Abrangentes;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
164150;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração das Mutações do Patrimônio Líquido;REAL;MIL;ÚLTIMO;2019-12-31;5.07;Saldos Finais;3945150.0;S;2019-01-01;Patrimônio Líquido;DF Individual;Demonstração das Mutações do Patrimônio Líquido;dfp
3315;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.01;Lucro Líquido Consolidado do Período;1210120.0;S;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3317;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02;Outros Resultados Abrangentes;-77690.0;S;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3319;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.01;Diferença de câmbio na conversão de operações no exterior;-71047.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3321;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.02;Ganhos originados de avaliação a valor justo de ativos financeiros disponíveis para venda no exercíc;-1608.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3323;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.03;Realização de perda originados da venda de ativos financeiros disponiveis para venda;0.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3325;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.04;Ganhos e perdas não realizadas com títulos e valores mobiliários - Controladas;6584.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3327;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.05;IR e CS relacionados aos componentes dos outros resultados abrangentes;643.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3329;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.06;Remensuração de obrigações de benefícios pós-emprego;-27893.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3331;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.07;Remensuração de obrigações de benefícios pós-emprego - Controladas;4473.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3333;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.08;Imposto de renda e contribuição social relacionados a benefícios pós-emprego;11158.0;N;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3335;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.03;Resultado Abrangente Consolidado do Período;1132430.0;S;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3337;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;1132430.0;S;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
3339;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0;S;2019-01-01;;DF Consolidado;Demonstração de Resultado Abrangente;dfp
4076;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.01;Lucro Líquido do Período;1210120.0;S;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4078;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02;Outros Resultados Abrangentes;-77690.0;S;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4080;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.01;Diferença de câmbio na conversão de operações no exterior;-71047.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4082;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.02;Ganhos originados de avaliação a valor justo de ativos financeiros disponíveis para venda no exercíc;-1608.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4084;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.03;Realização de perda originados da venda de ativos financeiros disponiveis para venda;0.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4086;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.04;Ganhos e perdas não realizadas com títulos e valores mobiliários - Controladas;6584.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4088;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.05;IR e CS relacionados aos componentes dos outros resultados abrangentes;643.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4090;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.06;Remensuração de obrigações de benefícios pós-emprego;-27893.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4092;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.07;Remensuração de obrigações de benefícios pós-emprego - Controladas;4473.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4094;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.02.08;Imposto de renda e contribuição social relacionados a benefícios pós-emprego;11158.0;N;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4096;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2019-12-31;4.03;Resultado Abrangente do Período;1132430.0;S;2019-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
17135;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01;Receitas das Operações;6610019.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17137;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01;Operações de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17139;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01.01;Prêmios de Seguros Ganhos;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17141;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01.02;Outras Receitas de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17143;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02;Operações de Resseguros;7338051.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17145;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02.01;Prêmios de Resseguros Ganhos;7338051.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17147;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02.02;Outras Receitas de Resseguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17149;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03;Operações de Previdência Complementar;-728032.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17151;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.01;Rendas de Contribuições Retidas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17153;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.02;Variações das Provisões Técnicas;-728032.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17155;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.03;Outras Receitas de Prev. Complementar;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17157;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04;Operações de Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
